x	y	z (elevasi)	gFA	x parasnis	y parasnis	g Bouger	SBA
745449.5737	9665559.711	991	137.1	41.54272	137.1	95.548256	41.551744
747306.6873	9665555.919	1057	144.9	44.30944	144.9	101.911712	42.988288
749163.822	9665552.099	1095	150.4	45.9024	150.4	105.57552	44.82448
751009.8571	9665548.273	1181	151.7	49.50752	151.7	113.867296	37.832704
752867.0343	9665544.396	1075	148.3	45.064	148.3	103.6472	44.6528
754724.2329	9665540.49	1017	141	42.63264	141	98.055072	42.944928
756570.3321	9665536.579	1045	131.8	43.8064	131.8	100.75472	31.04528
758427.5742	9665532.616	1097	124.2	45.98624	124.2	105.768352	18.431648
760284.8383	9665528.624	1215	121.1	50.9328	121.1	117.14544	3.95456
762131.003	9665524.628	1397	125.6	58.56224	125.6	134.693152	-9.093152
763988.3114	9665520.579	1555	138.6	65.1856	138.6	149.92688	-11.32688
765845.6423	9665516.502	1685	158.8	70.6352	158.8	162.46096	-3.66096
767691.8738	9665512.42	1637	183.4	68.62304	183.4	157.832992	25.567008
769549.25	9665508.285	1883	206.7	78.93536	206.7	181.551328	25.148672
771406.6492	9665504.122	2005	224.3	84.0496	224.3	193.31408	30.98592
773252.9491	9665499.955	2177	230.5	91.25984	230.5	209.897632	20.602368
775110.3945	9665495.735	2189	223	91.76288	223	211.054624	11.945376
776967.8633	9665491.486	1973	201.6	82.70816	201.6	190.228768	11.371232
778814.2329	9665487.234	1705	168.6	71.4736	168.6	164.38928	4.21072
780671.7489	9665482.927	1329	130	55.71168	130	128.136864	1.863136
782529.2888	9665478.593	1005	91.4	42.1296	91.4	96.89808	-5.49808
784375.7295	9665474.255	795	60.1	33.3264	60.1	76.65072	-16.55072
786233.3176	9665469.863	581	40.4	24.35552	40.4	56.017696	-15.617696
788090.93	9665465.442	819	35.1	34.33248	35.1	78.964704	-43.864704
738039.9127	9663727.351	889	121.1	37.26688	121.1	85.713824	35.386176
739885.7955	9663723.676	805	121.3	33.7456	121.3	77.61488	43.68512
741742.8185	9663719.95	869	124	36.42848	124	83.785504	40.214496
743599.862	9663716.195	949	128.8	39.78208	128.8	91.498784	37.301216
745445.8061	9663712.433	1123	135	47.07616	135	108.275168	26.724832
747302.8911	9663708.621	1153	140.9	48.33376	140.9	111.167648	29.732352
749159.9972	9663704.78	1261	145.4	52.86112	145.4	121.580576	23.819424
751006.004	9663700.933	1233	146.8	51.68736	146.8	118.880928	27.919072
752863.1525	9663697.034	1115	144.9	46.7408	144.9	107.50384	37.39616
754720.3226	9663693.107	1037	140.5	43.47104	140.5	99.983392	40.516608
756566.3934	9663689.175	1113	135.1	46.65696	135.1	107.311008	27.788992
758423.6069	9663685.19	1177	131.9	49.33984	131.9	113.481632	18.418368
760280.8424	9663681.176	1243	133.3	52.10656	133.3	119.845088	13.454912
762126.9787	9663677.158	1383	141.7	57.97536	141.7	133.343328	8.356672
763984.2585	9663673.087	1715	157.8	71.8928	157.8	165.35344	-7.55344
765841.5608	9663668.987	1963	180.1	82.28896	180.1	189.264608	-9.164608
767687.764	9663664.883	2089	205.8	87.57088	205.8	201.413024	4.386976
769545.1116	9663660.725	2321	229.5	97.29632	229.5	223.781536	5.718464
771402.4822	9663656.539	2373	246.7	99.47616	246.7	228.795168	17.904832
773248.7536	9663652.35	2347	252.1	98.38624	252.1	226.288352	25.811648
775106.1704	9663648.106	2323	243.4	97.38016	243.4	223.974368	19.425632
776963.6107	9663643.833	1871	220.4	78.43232	220.4	180.394336	40.005664
778809.9519	9663639.558	1429	185.5	59.90368	185.5	137.778464	47.721536
780667.4393	9663635.228	1209	144.7	50.68128	144.7	116.566944	28.133056
782524.9506	9663630.869	1011	103.2	42.38112	103.2	97.476576	5.723424
784371.3629	9663626.508	831	68.8	34.83552	68.8	80.121696	-11.321696
786228.9223	9663622.092	681	45.7	28.54752	45.7	65.659296	-19.959296
788086.5061	9663617.647	597	37.3	25.02624	37.3	57.560352	-20.260352
738036.2609	9661891.216	835	120.5	35.0032	120.5	80.50736	39.99264
739882.1153	9661887.521	867	120.7	36.34464	120.7	83.592672	37.107328
741739.1097	9661883.774	813	122.3	34.08096	122.3	78.386208	43.913792
743596.1247	9661879.999	723	125.4	30.30816	125.4	69.708768	55.691232
745442.0405	9661876.218	777	129.8	32.57184	129.8	74.915232	54.884768
747299.097	9661872.384	847	134.3	35.50624	134.3	81.664352	52.635648
749156.1745	9661868.522	1055	138.2	44.2256	138.2	101.71888	36.48112
751002.1529	9661864.655	1213	140.3	50.84896	140.3	116.952608	23.347392
752859.2729	9661860.735	1151	140.6	48.24992	140.6	110.974816	29.625184
754716.4144	9661856.786	1061	139.4	44.47712	139.4	102.297376	37.102624
756562.4568	9661852.832	1119	138.2	46.90848	138.2	107.889504	30.310496
758419.6418	9661848.826	1127	139.3	47.24384	139.3	108.660832	30.639168
760276.8487	9661844.79	1295	144.8	54.2864	144.8	124.85872	19.94128
762122.9566	9661840.75	1543	156.4	64.68256	156.4	148.769888	7.630112
763980.2078	9661836.657	1683	174.6	70.55136	174.6	162.268128	12.331872
765837.4816	9661832.534	1909	197.9	80.02528	197.9	184.058144	13.841856
767683.6564	9661828.408	2153	223.6	90.25376	223.6	207.583648	16.016352
769540.9754	9661824.228	2391	246.6	100.23072	246.6	230.530656	16.069344
771398.3174	9661820.019	2459	262.9	103.08128	262.9	237.086944	25.813056
773244.5605	9661815.807	2391	267.7	100.23072	267.7	230.530656	37.169344
775101.9487	9661811.54	2411	258.6	101.06912	258.6	232.458976	26.141024
776959.3603	9661807.244	1945	235.6	81.5344	235.6	187.52912	48.07088
778805.6731	9661802.946	1865	200.8	78.1808	200.8	179.81584	20.98416
780663.1319	9661798.592	1569	159.8	65.77248	159.8	151.276704	8.523296
782520.6147	9661794.21	1279	117.9	53.61568	117.9	123.316064	-5.416064
784366.9986	9661789.825	1099	82.3	46.07008	82.3	105.961184	-23.661184
786224.5294	9661785.384	831	57.4	34.83552	57.4	80.121696	-22.721696
788082.0846	9661780.915	505	46.5	21.1696	46.5	48.69008	-2.19008
738032.5892	9660055.081	949	116.7	39.78208	116.7	91.498784	25.201216
739878.4151	9660051.366	771	116.4	32.32032	116.4	74.336736	42.063264
741735.3809	9660047.599	565	116.8	23.6848	116.8	54.47504	62.32496
743592.3672	9660043.803	627	118.4	26.28384	118.4	60.452832	57.947168
745438.2543	9660040.001	809	121.1	33.91328	121.1	78.000544	43.099456
747295.2821	9660036.147	931	124.6	39.02752	124.6	89.763296	34.836704
749152.331	9660032.264	1061	128.4	44.47712	128.4	102.297376	26.102624
750998.2808	9660028.376	1079	131.7	45.23168	131.7	104.032864	27.667136
752855.3721	9660024.435	1079	134.4	45.23168	134.4	104.032864	30.367136
754712.4849	9660020.464	1041	136.7	43.63872	136.7	100.369056	36.330944
756558.4988	9660016.489	1077	139.6	45.14784	139.6	103.840032	35.759968
758415.655	9660012.461	1093	144.7	45.81856	144.7	105.382688	39.317312
760272.8332	9660008.404	1359	153.6	56.96928	153.6	131.029344	22.570656
762118.9126	9660004.342	1733	167.4	72.64736	167.4	167.088928	0.311072
763976.1351	9660000.226	1991	186.6	83.46272	186.6	191.964256	-5.364256
765833.3802	9659996.082	2171	209.6	91.00832	209.6	209.319136	0.280864
767679.5264	9659991.933	2377	234.2	99.64384	234.2	229.180832	5.019168
769536.8167	9659987.731	2357	256	98.80544	256	227.252512	28.747488
771394.1299	9659983.499	2273	271.2	95.28416	271.2	219.153568	52.046432
773240.3445	9659979.263	2147	275.6	90.00224	275.6	207.005152	68.594848
775097.704	9659974.974	2183	267.2	91.51136	267.2	210.476128	56.723872
776955.0869	9659970.655	2283	245.8	95.70336	245.8	220.117728	25.682272
778801.3711	9659966.333	2115	213.3	88.6608	213.3	203.91984	9.38016
780658.8012	9659961.956	1853	174.6	77.67776	174.6	178.658848	-4.058848
782516.2552	9659957.549	1665	134.5	69.7968	134.5	160.53264	-26.03264
784362.6105	9659953.141	1275	99.7	53.448	99.7	122.9304	-23.2304
786220.1126	9659948.676	949	74.3	39.78208	74.3	91.498784	-17.198784
788077.6391	9659944.183	775	61.7	32.488	61.7	74.7224	-13.0224
738028.8754	9658207.884	751	110.4	31.48192	110.4	72.408416	37.991584
739874.6725	9658204.149	513	109.5	21.50496	109.5	49.461408	60.038592
741731.6092	9658200.362	563	108.8	23.60096	108.8	54.282208	54.517792
743588.5664	9658196.545	599	109	25.11008	109	57.753184	51.246816
745434.4247	9658192.723	719	110.4	30.14048	110.4	69.323104	41.076896
747291.4235	9658188.848	685	113.2	28.7152	113.2	66.04496	47.15504
749148.4433	9658184.944	669	117.2	28.04448	117.2	64.502304	52.697696
750994.3643	9658181.034	783	121.8	32.82336	121.8	75.493728	46.306272
752851.4265	9658177.072	1065	126.9	44.6448	126.9	102.68304	24.21696
754708.5103	9658173.08	1013	132.3	42.46496	132.3	97.669408	34.630592
756554.4953	9658169.083	1021	138.8	42.80032	138.8	98.440736	40.359264
758411.6225	9658165.033	1061	147	44.47712	147	102.297376	44.702624
760268.7717	9658160.954	1297	158.2	54.37024	158.2	125.051552	33.148448
762114.8221	9658156.87	1717	173.2	71.97664	173.2	165.546272	7.653728
763972.0156	9658152.732	2057	192.2	86.22944	192.2	198.327712	-6.127712
765829.2316	9658148.565	2057	214	86.22944	214	198.327712	15.672288
767675.349	9658144.394	2295	236.6	96.2064	236.6	221.27472	15.32528
769532.6102	9658140.169	2385	256.6	99.9792	256.6	229.95216	26.64784
771389.8944	9658135.914	2117	270.7	88.74464	270.7	204.112672	66.587328
773236.0801	9658131.656	1957	275.4	82.03744	275.4	188.686112	86.713888
775093.4105	9658127.343	1815	268.7	76.0848	268.7	174.99504	93.70496
776950.7643	9658123.001	1979	250.5	82.95968	250.5	190.807264	59.692736
778797.0197	9658118.655	2097	222	87.90624	222	202.184352	19.815648
780654.4207	9658114.255	2129	187.5	89.24768	187.5	205.269664	-17.769664
782511.8456	9658109.825	1881	151	78.85152	151	181.358496	-30.358496
784358.1721	9658105.392	1491	118.6	62.50272	118.6	143.756256	-25.156256
786215.6451	9658100.904	1333	93.7	55.87936	93.7	128.522528	-34.822528
788073.1425	9658096.386	1111	79.8	46.57312	79.8	107.118176	-27.318176
738025.1639	9656371.748	571	102.5	23.93632	102.5	55.053536	47.446464
739870.9321	9656367.992	783	101	32.82336	101	75.493728	25.506272
741727.8398	9656364.185	691	99.4	28.96672	99.4	66.623456	32.776544
743584.7681	9656360.348	699	98.5	29.30208	98.5	67.394784	31.105216
745430.5975	9656356.505	497	99	20.83424	99	47.918752	51.081248
747287.5673	9656352.61	511	101.3	21.42112	101.3	49.268576	52.031424
749144.5581	9656348.685	515	105.6	21.5888	105.6	49.65424	55.94576
750990.4502	9656344.754	837	111.4	35.08704	111.4	80.700192	30.699808
752847.4834	9656340.771	1069	118.6	44.81248	118.6	103.068704	15.531296
754704.5382	9656336.758	999	126.7	41.87808	126.7	96.319584	30.380416
756550.4943	9656332.739	973	135.8	40.78816	135.8	93.812768	41.987232
758407.5925	9656328.668	1083	146.3	45.39936	146.3	104.418528	41.881472
760264.7126	9656324.567	1447	158.8	60.65824	158.8	139.513952	19.286048
762110.7342	9656320.461	1791	173.8	75.07872	173.8	172.681056	1.118944
763967.8987	9656316.301	1787	191.5	74.91104	191.5	172.295392	19.204608
765825.0857	9656312.112	1857	211	77.84544	211	179.044512	31.955488
767671.1741	9656307.918	2077	231.1	87.06784	231.1	200.256032	30.843968
769528.4064	9656303.67	2297	248.9	96.29024	248.9	221.467552	27.432448
771385.6615	9656299.393	2001	262	83.88192	262	192.928416	69.071584
773231.8183	9656295.112	1779	267.4	74.57568	267.4	171.524064	95.875936
775089.1197	9656290.776	1723	263.4	72.22816	263.4	166.124768	97.275232
776946.4445	9656286.41	1809	249.4	75.83328	249.4	174.416544	74.983456
778792.671	9656282.042	1979	226.4	82.95968	226.4	190.807264	35.592736
780650.0429	9656277.617	2221	197.7	93.10432	197.7	214.139936	-16.439936
782507.4388	9656273.164	1831	166.2	76.75552	166.2	176.537696	-10.337696
784353.7364	9656268.707	1497	137.1	62.75424	137.1	144.334752	-7.234752
786211.1803	9656264.195	1143	113.4	47.91456	113.4	110.203488	3.196512
788068.6487	9656259.653	905	98.4	37.9376	98.4	87.25648	11.14352
738021.41	9654524.55	721	94.8	30.22432	94.8	69.515936	25.284064
739867.149	9654520.774	557	92.9	23.34944	92.9	53.703712	39.196288
741724.0274	9654516.947	447	90.7	18.73824	90.7	43.097952	47.602048
743580.9263	9654513.089	421	89.2	17.64832	89.2	40.591136	48.608864
745426.7266	9654509.226	365	89	15.3008	89	35.19184	53.80816
747283.667	9654505.309	435	91.2	18.2352	91.2	41.94096	49.25904
749140.6285	9654501.363	479	95.8	20.07968	95.8	46.183264	49.616736
750986.4914	9654497.412	885	102.7	37.0992	102.7	85.32816	17.37184
752843.4953	9654493.407	1077	111.5	45.14784	111.5	103.840032	7.659968
754700.5207	9654489.372	979	121.4	41.03968	121.4	94.391264	27.008736
756546.4477	9654485.333	943	132.3	39.53056	132.3	90.920288	41.379712
758403.5164	9654481.239	1067	143.9	44.72864	143.9	102.875872	41.024128
760260.6072	9654477.116	1377	156.6	57.72384	156.6	132.764832	23.835168
762106.5997	9654472.988	1779	170.6	74.57568	170.6	171.524064	-0.924064
763963.7348	9654468.806	1597	186.1	66.94624	186.1	153.976352	32.123648
765820.8923	9654464.595	1753	202.8	73.48576	202.8	169.017248	33.782752
767666.9516	9654460.379	1859	219.9	77.92928	219.9	179.237344	40.662656
769524.1545	9654456.108	2151	235.3	90.16992	235.3	207.390816	27.909184
771381.3803	9654451.808	2151	247.4	90.16992	247.4	207.390816	40.009184
773227.5078	9654447.504	1817	253.7	76.16864	253.7	175.187872	78.512128
775084.7799	9654443.145	1697	252.7	71.13824	252.7	163.617952	89.082048
776942.0753	9654438.756	1791	243.6	75.07872	243.6	172.681056	70.918944
778788.2726	9654434.364	2123	226.7	88.99616	226.7	204.691168	22.008832
780645.6151	9654429.916	2135	204.1	89.4992	204.1	205.84816	-1.74816
782502.9816	9654425.438	1931	178.2	80.94752	178.2	186.179296	-7.979296
784349.25	9654420.958	1601	152.8	67.11392	152.8	154.362016	-1.562016
786206.6646	9654416.421	1393	130.4	58.39456	130.4	134.307488	-3.907488
788064.1036	9654411.855	1077	114.2	45.14784	114.2	103.840032	10.359968
738017.6586	9652688.413	485	88.2	20.3312	88.2	46.76176	41.43824
739863.3685	9652684.617	339	86.4	14.21088	86.4	32.685024	53.714976
741720.2176	9652680.769	367	84.1	15.38464	84.1	35.384672	48.715328
743577.0871	9652676.891	393	82.4	16.47456	82.4	37.891488	44.508512
745422.8583	9652673.007	437	82.1	18.31904	82.1	42.133792	39.966208
747279.7694	9652669.07	413	84.2	17.31296	84.2	39.819808	44.380192
749136.7015	9652665.103	559	89.2	23.43328	89.2	53.896544	35.303456
750982.5353	9652661.131	931	96.8	39.02752	96.8	89.763296	7.036704
752839.5098	9652657.105	1103	106.6	46.23776	106.6	106.346848	0.253152
754696.5059	9652653.049	959	117.6	40.20128	117.6	92.462944	25.137056
756542.4037	9652648.988	911	129.4	38.18912	129.4	87.834976	41.565024
758399.4432	9652644.873	1003	141.2	42.04576	141.2	96.705248	44.494752
760256.5046	9652640.728	1279	153.1	53.61568	153.1	123.316064	29.783936
762102.4679	9652636.578	1497	165.3	62.75424	165.3	144.334752	20.965248
763959.5736	9652632.374	1367	178.1	57.30464	178.1	131.800672	46.299328
765816.7019	9652628.14	1661	191.5	69.62912	191.5	160.146976	31.353024
767662.732	9652623.902	1839	205.2	77.09088	205.2	177.309024	27.890976
769519.9055	9652619.608	2053	218.2	86.06176	218.2	197.942048	20.257952
771377.1019	9652615.285	2041	229.2	85.55872	229.2	196.785056	32.414944
773223.2003	9652610.959	1879	236.3	78.76768	236.3	181.165664	55.134336
775080.443	9652606.576	1715	238.3	71.8928	238.3	165.35344	72.94656
776937.7091	9652602.164	1759	233.9	73.73728	233.9	169.595744	64.304256
778783.8771	9652597.749	1883	223	78.93536	223	181.551328	41.448672
780641.1904	9652593.277	1967	206.6	82.45664	206.6	189.650272	16.949728
782498.5275	9652588.776	2007	186	84.13344	186	193.506912	-7.506912
784344.7667	9652584.272	1663	164.2	69.71296	164.2	160.339808	3.860192
786202.1519	9652579.711	1483	143	62.16736	143	142.984928	0.015072
788059.5615	9652575.121	1279	125.3	53.61568	125.3	123.316064	1.983936
